,text,polarity
7207,"Hirschfeld also founded the Scientific Humanitarian committee, which was mostly homosexual, in 1897.",neutral
7208,"The music began to build, and a strobe came on.",positive
7209,"“Thank you for doing business at our house, and I hope to see you again!”",positive
7210,"If science finds a way to safely free the subjects of Emil's art, perhaps the I who reads this file will know that my decision is wise.",positive
7211,"The ports are within hiking distance of several beautiful beaches, and within a one-hour hike of each other on a marked trail.",positive
7212,"Lai, Whalen. ""From Folklore to Literate Theater: Unpacking ""Madame White Snake""."" Asian Folklore Studies 51, no. 1 (1992): 52.",negative
7213,"The Praya, the promenade in front of the ferry pier, is a good place to observe the many junks and fishing boats in the harbor.",positive
7214,"""Your actions and failure to act led to violations of Senate rules (and related statutes) and created at least the appearance of impropriety,""",negative
7215,"Bill Sprow said... Get rid of thewe beer and wine distributor associations, ie make them illegal, and you would really be showing a free market work in progress.",negative
7216,Arthur grimaced at the vivid description.,negative
7217,No snacking,negative
7218,"One night during N'apulco's mild winter, Tasha returned to The Flamingo, saying, ""Nardo!",positive
7219,"“We deal mostly in fairly mundane trades, but there are a few customers with more unusual needs and people willing to sell unusual items.",neutral
7220,None,negative
7221,I said.,neutral
7222,"By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.",neutral
7223,"In London at mid-afternoon yesterday, Ratners's shares were up 2 pence (1.26 cents), at 260 pence ($1.64).",positive
7224,"New Indonesia Calamity, a Mud Bath, Is Man-Made",negative
7225,"By the time that blunder was discovered, the coin had left the United States.",negative
7226,Inter Milan set Serie A win record,positive
7227,Enron boss gets 24-year sentence,neutral
7228,"From the living room, the view of the beach struck me with such intensity that Tasha asked if I felt ill.",neutral
7229,Zombies and Vampires and Ninjas and Pirates 25 Jul 2010 by Rick,neutral
7230,Madonna adoption bid approved,positive
7231,"Woods generally agreed with Dobbens, and justified his belief that homosexuality was caused by one’s nature, rather than nurture, when he commented that “there’s nothing in my upbringing that exposed me to anything like [homosexuality]” (Woods).",negative
7232,Think of the joy and success they bring to you and your loved ones.,positive
7233,Didn't know there was a name for this.,negative
7234,"A tree forced you to write this, my dear Mr. Clemm?",negative
7235,"Rod Moore, executive director of the West Coast Seafood Processors Association, suggests that activists with an agenda are manipulating chefs and retailers.",negative
7236,It’s a promise we’ve kept for nearly 65 years.,positive
7237,"""This is the Mona Lisa of coins,"" said Beth Deisher, editor of Coin World, the largest weekly coin publication in the United States, with a circulation of 85,000.",positive
7238,"We may assume that this first function will return a direction in degrees, positive or negative, and that the second function will return a distance in centimeters.",positive
7239,My other hand pointedly steered Adrienne to a small table against a wall.,positive
7240,We aren't angels.,negative
7241,"Starke, 54, played in two Super Bowls and won one.",positive
7242,"It won’t refill your blood supply, but while that’s in your system, you won’t even need blood.”",positive
7243,"Separately, Citadel posted a third-quarter net loss of $2.3 million, or 68 cents a share, versus net income of $5.3 million, or $1.61 a share, a year earlier.",negative
7244,That's literally cheaper than dirt.,positive
7245,"August 6, 1998",positive
7246,Just another wild and crazy guy.,positive
7247,"Sincerely, Maryann Chernovsky President",positive
7248,Inaccuracies,neutral
7249,Brazil Air Force Cites Faults and Confusion in Fatal Crash,negative
7250,I think an appropriate comparison might be Alex Rodriguez.,neutral
7251,"But if Tasha will forgive me --""",negative
7252,I thought he might stab you.,negative
7253,"Mr. Reupke, 52 years old and a 27-year Reuters veteran, had been the information-services company's general manager for only six months.",negative
7254,"Let’s go together, you know you’ll have fun once you get into it.”",positive
7255,"Me, I found a space suit, but it was statistically unlikely that I, and whomever else has followed suit (pun intended), would manage to repair our ship before the less-than-twenty-four hours are up; yes, studies have been done.",negative
7256,"In Egypt, Rice speaks softly",neutral
7257,Only those of the Arrallin Insurrection inner team knew he was no common 'beta furry'.,negative
7258,"I've lived in the metro area my whole life, and there are areas (I can't call them neighborhoods) down there where I don't feel safe in daytime, much less at night.",negative
7259,Stenson defends his title at Dubai,positive
7260,She batted at my nose like a cat.,neutral
7261,"J. Philip Richley, a union member and organizer of many attempts to save 5the mills, has summed it up thus: “You just can’t solve a nation-wide problem in a single city.”",negative
7262,"But Coleco bounced back with the introduction of the Cabbage Patch dolls, whose sales hit $600 million in 1985.",positive
7263,"Hall, an Ohio Democrat and one of very few U.S. congressmen to visit Iraq since the 1991 Gulf War over Kuwait, is scheduled to embark Sunday the 12-hour overland trip to the Iraqi capital, Baghdad.",negative
7264,"Of Hong Kong’s population, 98 percent are Chinese.",neutral
7265,Bits of leaf mold flew from under his feet as he ran to greet a friend or a bringer of food.,neutral
